32 32,;
608 384,
608 448,
608 352,
608 320,
608 288,
608 256,
608 224,
608 192,
608 160,
608 128,
608 96,
608 64,
608 32,
608 0,
0 0,
0 32,
0 64,
0 96,
0 128,
0 160,
0 192,
0 224,
0 256,
0 288,
0 320,
0 352,
0 384,
0 416,
0 448,
320 448,
352 448,
384 448,
352 416,
352 384,
352 352,
352 256,
352 288,
352 224,
352 160,
352 128,
352 96,
352 32,
320 0,
352 0,
384 0,
320 128,
384 256,
384 128,
384 384,;
128 0,
160 0,
192 0,
160 64,
160 96,
160 160,
160 192,
160 256,
160 352,
160 384,
160 416,
160 448,
160 288,
128 448,
192 448,
128 64,
128 192,
128 256,
128 384,
512 0,
544 0,
576 0,
544 32,
544 64,
544 96,
544 128,
544 160,
544 224,
544 256,
544 288,
544 320,
544 352,
544 384,
544 416,
512 448,
544 448,
576 448,
512 256,
512 96,
512 160,;
64 0,
64 32,
64 64,
64 128,
64 160,
64 192,
64 256,
64 288,
64 352,
64 384,
64 448,
64 416,
32 448,
96 448,
32 0,
96 0,
96 192,
96 256,
96 384,
96 64,
416 0,
448 0,
480 0,
448 32,
448 96,
448 128,
448 160,
448 192,
448 224,
448 256,
448 288,
448 352,
448 384,
448 448,
416 448,
480 448,
416 256,
416 384,
480 352,
480 384,
480 256,;
224 0,
256 0,
288 0,
224 448,
256 448,
288 448,
256 416,
256 384,
256 320,
256 288,
256 256,
256 224,
256 192,
256 160,
256 128,
256 96,
256 32,
192 96,
224 256,
192 256,
224 96,
288 128,
